1,2025-05-29 23:09:02,-33.68621412564933,-70.57446355819702,PELIGRO,Pirque
2,2025-05-29 23:15:33,-33.68621412564933,-70.57446355819702,PELIGRO,Pirque
3,2025-05-29 23:22:12,-33.645107179248306,-70.6334972381592,POLICIA,Buin
4,2025-05-29 23:22:17,-33.645107179248306,-70.62349868774416,POLICIA,Pirque
5,2025-05-29 23:22:20,-33.64664340047729,-70.66079429626465,PELIGRO,San Bernardo
6,2025-05-29 23:25:58,-33.618281607727425,-70.70255310058594,PELIGRO,San Bernardo
7,2025-05-29 23:26:03,-33.618281607727425,-70.6925545501709,PELIGRO,San Bernardo
8,2025-05-29 23:26:43,-33.611211595139686,-70.69500072479248,PELIGRO,San Bernardo
9,2025-05-29 23:26:46,-33.611211595139686,-70.70499927520753,PELIGRO,San Bernardo
10,2025-05-29 23:34:29,-33.68621412564933,-70.57446355819702,PELIGRO,Pirque
11,2025-05-29 23:39:38,-33.639837374879015,-70.70390638351441,POLICIA,San Bernardo
12,2025-05-29 23:39:38,-33.639837374879015,-70.71390493392944,POLICIA,San Bernardo
13,2025-05-29 23:40:33,-33.636965159900434,-70.54467741012573,POLICIA,Pirque
14,2025-05-29 23:40:33,-33.636965159900434,-70.5346788597107,POLICIA,Pirque
15,2025-05-29 23:42:09,-33.618281607727425,-70.70255310058594,PELIGRO,San Bernardo
16,2025-05-29 23:42:09,-33.618281607727425,-70.6925545501709,PELIGRO,San Bernardo
17,2025-05-29 23:42:41,-33.611211595139686,-70.69500072479248,PELIGRO,San Bernardo
18,2025-05-29 23:42:41,-33.611211595139686,-70.70499927520753,PELIGRO,San Bernardo
19,2025-05-29 23:44:24,-33.59772598677034,-70.56914205551148,PELIGRO,Puente Alto
20,2025-05-29 23:44:42,-33.600478388260576,-70.69824083328247,POLICIA,San Bernardo
21,2025-05-29 23:45:13,-33.59777036150202,-70.71667297363281,PELIGRO,San Bernardo
22,2025-05-29 23:45:13,-33.59676946696845,-70.70173770904542,POLICIA,San Bernardo
23,2025-05-29 23:45:29,-33.59269427645199,-70.62457084655763,PELIGRO,La Pintana
24,2025-05-29 23:45:29,-33.587492766771355,-70.61967849731447,PELIGRO,La Pintana
25,2025-05-29 23:45:29,-33.592015059313916,-70.61399076461792,PELIGRO,La Pintana
26,2025-05-29 23:45:29,-33.591210716312816,-70.61057971954347,PELIGRO,La Pintana
27,2025-05-29 23:45:29,-33.592015059313916,-70.60399221420289,PELIGRO,Puente Alto
28,2025-05-29 23:45:37,-33.59331986645299,-70.56946319580078,PELIGRO,Puente Alto
29,2025-05-29 23:46:58,-33.585411139177666,-70.58390565872193,PELIGRO,Puente Alto
30,2025-05-29 23:47:00,-33.578814800320956,-70.61328266143799,ACCIDENTE,La Pintana
31,2025-05-29 23:47:00,-33.578814800320956,-70.60328411102296,ACCIDENTE,Puente Alto
32,2025-05-29 23:47:08,-33.58668029558557,-70.63944246292114,PELIGRO,La Pintana
33,2025-05-29 23:47:46,-33.57796765223114,-70.68409950256348,PELIGRO,El Bosque
34,2025-05-29 23:47:47,-33.57289040203383,-70.68665224075318,POLICIA,El Bosque
35,2025-05-29 23:47:47,-33.57796765223114,-70.69409805297852,PELIGRO,San Bernardo
36,2025-05-29 23:48:02,-33.568796204635376,-70.59570882797242,PELIGRO,Puente Alto
37,2025-05-29 23:48:02,-33.568796204635376,-70.60570737838745,PELIGRO,La Florida
38,2025-05-29 23:48:09,-33.57011924162226,-70.56480760574341,PELIGRO,Puente Alto
39,2025-05-29 23:48:09,-33.57011924162226,-70.57480615615844,PELIGRO,Puente Alto
40,2025-05-29 23:49:25,-33.56154912940608,-70.56115907669067,PELIGRO,Puente Alto
41,2025-05-29 23:50:18,-33.54786483860041,-70.70708211898804,PELIGRO,San Bernardo
42,2025-05-29 23:50:19,-33.54786483860041,-70.71708066940307,PELIGRO,San Bernardo
43,2025-05-29 23:50:26,-33.55038635393864,-70.65615871429443,PELIGRO,El Bosque
44,2025-05-29 23:50:28,-33.55771800171802,-70.63611579895021,PELIGRO,La Pintana
45,2025-05-29 23:50:34,-33.55618019546191,-70.6162230873108,PELIGRO,La Granja
46,2025-05-29 23:51:56,-33.541244290710544,-70.55534259796143,PELIGRO,La Florida
